subset,metric,n_blocks,n_algorithms,friedman_stat,pvalue,cd,rank_ed,rank_dtw,rank_msm,rank_sbd,rank_idk
perturbation_type=shift,ari,15,5,20.906666666666695,0.0003304508826867977,1.5748812673105734,4.466666666666667,2.2666666666666666,2.933333333333333,2.1333333333333333,3.2
