subset,metric,n_blocks,n_algorithms,friedman_stat,pvalue,cd,rank_ed,rank_dtw,rank_msm,rank_sbd,rank_idk
perturbation_type=shift,nmi,15,5,21.75999999999999,0.00022371364687743124,1.5748812673105734,4.266666666666667,2.4,2.8666666666666667,1.8666666666666667,3.6
