dataset,measure,paradigm,ari,nmi,runtime,subsample_seed,clustering_seed,perturbation_type,perturbation_level,n_original,n_sampled,series_length,k,measure_params,clustering_params
CBF,ed,lock-step,0.33002252806887933,0.38763489403074197,0.0027906999998776882,42,2,length,0.5,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.3921011135232047,0.41777888815516595,0.004079400000136957,42,3,length,0.5,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.39612397828339607,0.4380258993410344,0.0021732000000156404,42,4,length,0.5,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.33692185636450567,0.3881109254893197,0.00502979999987474,42,5,length,0.5,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.33002252806887933,0.38763489403074197,0.002092899999979636,42,6,length,0.5,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.33692185636450567,0.3881109254893197,0.002608999999893058,42,7,length,0.5,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.2732941386068056,0.33286258608767627,0.0016476999999213149,42,8,length,0.5,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.21737460450065058,0.29394485248109253,0.0036463999999796215,42,9,length,0.5,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.3921011135232047,0.41777888815516595,0.0036375999998199404,42,10,length,0.5,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,idk,distributional,0.36403061532942915,0.40101107778919004,12.744648500000949,42,1,length,0.5,930,150,128,3,"{""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,idk,distributional,0.35356034506197054,0.41722001572366496,12.925109200000406,42,2,length,0.5,930,150,128,3,"{""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,idk,distributional,0.35356034506197054,0.41722001572366496,11.868168700000751,42,3,length,0.5,930,150,128,3,"{""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,idk,distributional,0.372959402265529,0.44598385832062526,12.505701500000214,42,4,length,0.5,930,150,128,3,"{""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,idk,distributional,0.3735577342383246,0.4542925527564689,12.408282399999734,42,5,length,0.5,930,150,128,3,"{""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,idk,distributional,0.20709303388672873,0.2591736090492224,12.881855299999188,42,6,length,0.5,930,150,128,3,"{""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,idk,distributional,0.20203064560744782,0.3508055559852669,11.667093699999896,42,7,length,0.5,930,150,128,3,"{""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
