dataset,measure,paradigm,ari,nmi,runtime,subsample_seed,clustering_seed,perturbation_type,perturbation_level,n_original,n_sampled,series_length,k,measure_params,clustering_params
CBF,ed,lock-step,0.1698310757121089,0.2603911142194052,0.0010049999999637294,42,9,noise,0.4,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,dtw,elastic,0.4576866661076497,0.5157229478483853,6.101827700000058,42,9,noise,0.4,930,150,128,3,"{""window"": 13, ""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,msm,elastic,0.38753357923569326,0.5144238428013869,0.9420481000000223,42,9,noise,0.4,930,150,128,3,"{""c"": 1.0, ""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.20537978127758721,0.2779621095080174,0.002414299999998093,42,10,noise,0.4,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,dtw,elastic,0.1459546676911256,0.1932892398611502,6.1109727000000476,42,10,noise,0.4,930,150,128,3,"{""window"": 13, ""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,msm,elastic,0.5535558019961689,0.564144216475133,1.0522697000000107,42,10,noise,0.4,930,150,128,3,"{""c"": 1.0, ""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.24156991721119117,0.26502233721264307,0.001487099999962993,42,1,noise,0.8,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,dtw,elastic,0.5651893064961679,0.5558912747617654,7.161050400000022,42,1,noise,0.8,930,150,128,3,"{""window"": 13, ""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,msm,elastic,0.40552790626825086,0.4178910341396746,1.4806011999999669,42,1,noise,0.8,930,150,128,3,"{""c"": 1.0, ""backend"": ""aeon""}","{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
CBF,ed,lock-step,0.22729966880934732,0.30098164372735065,0.001736899999968955,42,2,noise,0.8,930,150,128,3,,"{""init"": ""random"", ""max_iter"": 300, ""method"": ""alternate""}"
