dataset,mode,window_label,window_size,window_step,ari_mean,ari_std,nmi_mean,nmi_std,runtime_mean,runtime_std,seeds
ECG200,direct,direct,96,96,-0.004950860858641839,0.0,0.00611578370187565,0.0,0.2509469333454035,0.08722427467583041,3
ECG200,sliding,w=10 (0.10L),10,2,0.11747828914215759,0.1062223301757174,0.07192922506440087,0.06317368330124568,6.836049366664763,1.3567737692997963,3
ECG200,sliding,w=19 (0.20L),19,5,0.15360169959861056,0.10940303409611692,0.10225483304404388,0.065615154151637,2.8050407333260714,0.244094377833726,3
ECG200,sliding,w=5 (0.05L),5,1,0.04710029234974369,0.06445985063364008,0.027394916219897644,0.034982259829805275,15.288361433330769,1.5589497321575816,3
