dataset,mode,window_label,window_size,window_step,ari_mean,ari_std,nmi_mean,nmi_std,runtime_mean,runtime_std,seeds
Plane,direct,direct,144,144,-6.457594729327126e-05,7.85463115935555e-05,0.05257861156299034,0.0001092064209621445,0.17985694998060353,0.0432407817766364,2
Plane,sliding,w=14 (0.10L),14,4,0.8475802558868708,0.16840093991388663,0.8977478686220977,0.10370681333456468,4.616892799997004,0.1476873122439516,2
Plane,sliding,w=29 (0.20L),29,7,0.7213138368135196,0.012897644351575104,0.8346585474042227,0.001668793274711847,2.2328253500163555,0.09816360394157032,2
