dataset,measure,paradigm,measure_params,clustering_params,ari,nmi,runtime,seed,perturbation_type,perturbation_level,n_samples,series_length,k
ECG200,idk,distributional,"{""no_window_threshold"": 96, ""psi"": 200, ""t"": 220, ""window_size"": 96, ""window_step"": 96}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 5, ""samples_per_class"": null}",0.009827828271632305,0.01641834287179623,0.2429818999953568,5,none,0,200,96,2
ECG200,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 6, ""samples_per_class"": null}",0.15284816713928134,0.09503104175598812,0.17349580000154674,6,none,0,200,96,2
ECG200,idk,distributional,"{""no_window_threshold"": 96, ""psi"": 200, ""t"": 220, ""window_size"": 96, ""window_step"": 96}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 6, ""samples_per_class"": null}",-0.004950860858641839,0.00611578370187565,0.23916680000547785,6,none,0,200,96,2
ECG200,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 7, ""samples_per_class"": null}",0.23172619444287815,0.13876468501408243,0.17505599999276455,7,none,0,200,96,2
ECG200,idk,distributional,"{""no_window_threshold"": 96, ""psi"": 200, ""t"": 220, ""window_size"": 96, ""window_step"": 96}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 7, ""samples_per_class"": null}",-0.004950860858641839,0.00611578370187565,0.25467970001045614,7,none,0,200,96,2
ECG200,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 8, ""samples_per_class"": null}",0.20264213978503184,0.11711884554963234,1.1017846999893663,8,none,0,200,96,2
ECG200,idk,distributional,"{""no_window_threshold"": 96, ""psi"": 200, ""t"": 220, ""window_size"": 96, ""window_step"": 96}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 8, ""samples_per_class"": null}",-0.004950860858641839,0.00611578370187565,0.23844419998931699,8,none,0,200,96,2
ECG200,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 9, ""samples_per_class"": null}",0.20264213978503184,0.11711884554963234,0.17379509999591392,9,none,0,200,96,2
ECG200,idk,distributional,"{""no_window_threshold"": 96, ""psi"": 200, ""t"": 220, ""window_size"": 96, ""window_step"": 96}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 9, ""samples_per_class"": null}",-0.004950860858641839,0.00611578370187565,0.24863769998773932,9,none,0,200,96,2
ECG200,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 10, ""samples_per_class"": null}",0.065303355668204,0.06541510291928786,0.1858603000000585,10,none,0,200,96,2
ECG200,idk,distributional,"{""no_window_threshold"": 96, ""psi"": 200, ""t"": 220, ""window_size"": 96, ""window_step"": 96}","{""k"": 2, ""n_samples"": 200, ""no_window_threshold"": 96, ""normalize"": true, ""random_state"": 10, ""samples_per_class"": null}",0.009827828271632305,0.01641834287179623,0.23708069999702275,10,none,0,200,96,2
CBF,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 1, ""samples_per_class"": null}",0.4326871195594798,0.4411304093858384,6.154216200011433,1,none,0,930,128,3
CBF,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 930, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 1, ""samples_per_class"": null}",0.168172142810319,0.19536923028796307,177.00841500000388,1,none,0,930,128,3
CBF,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 2, ""samples_per_class"": null}",0.4132285540381697,0.4799436604724876,6.022793699987233,2,none,0,930,128,3
CBF,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 930, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 2, ""samples_per_class"": null}",0.21347342149226092,0.24587862155236628,179.76002320001135,2,none,0,930,128,3
CBF,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 3, ""samples_per_class"": null}",0.6803885820026475,0.7485634168696144,6.016444499997306,3,none,0,930,128,3
CBF,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 930, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 3, ""samples_per_class"": null}",0.24641807286842948,0.278296746359921,177.34473969999817,3,none,0,930,128,3
CBF,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 4, ""samples_per_class"": null}",0.6803885820026475,0.7485634168696144,6.061483400000725,4,none,0,930,128,3
CBF,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 930, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 4, ""samples_per_class"": null}",0.24602247631524576,0.2773287538615149,180.98980049999955,4,none,0,930,128,3
CBF,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 5, ""samples_per_class"": null}",0.6803885820026475,0.7485634168696144,6.036963899998227,5,none,0,930,128,3
CBF,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 930, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 5, ""samples_per_class"": null}",0.286298549582603,0.312957795028195,178.68992949998938,5,none,0,930,128,3
CBF,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 6, ""samples_per_class"": null}",0.39275887050242064,0.4444039668178034,6.043048400009866,6,none,0,930,128,3
CBF,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 930, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 6, ""samples_per_class"": null}",0.2059187623811293,0.23172911492691303,180.737624100002,6,none,0,930,128,3
CBF,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 7, ""samples_per_class"": null}",0.39275887050242064,0.4444039668178034,6.037040499999421,7,none,0,930,128,3
CBF,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 930, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 7, ""samples_per_class"": null}",0.3634093957793735,0.3388246774175278,182.53251340000133,7,none,0,930,128,3
CBF,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 8, ""samples_per_class"": null}",0.37307409248859374,0.4759702019799121,6.039607400001842,8,none,0,930,128,3
CBF,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 930, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 8, ""samples_per_class"": null}",0.17774088433119653,0.22061722245711093,191.10391669999808,8,none,0,930,128,3
CBF,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 9, ""samples_per_class"": null}",0.18287831598131116,0.2048101763743906,6.005770200004918,9,none,0,930,128,3
CBF,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 930, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 9, ""samples_per_class"": null}",0.24227783296986546,0.2732176738079009,257.23721969999315,9,none,0,930,128,3
CBF,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 10, ""samples_per_class"": null}",0.6803885820026475,0.7485634168696144,5.969322799996007,10,none,0,930,128,3
CBF,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 930, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 3, ""n_samples"": 930, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 10, ""samples_per_class"": null}",0.23185783885300415,0.2661015391411836,177.3212593000062,10,none,0,930,128,3
TwoPatterns,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 1, ""samples_per_class"": 300}",0.10245820584009155,0.12124876037419711,10.578626800008351,1,none,0,1200,128,4
TwoPatterns,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 1200, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 1, ""samples_per_class"": 300}",0.10965904255182671,0.1363922457365257,308.4622980999993,1,none,0,1200,128,4
TwoPatterns,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 2, ""samples_per_class"": 300}",0.129256006984714,0.16748966895264497,9.599889900011476,2,none,0,1200,128,4
TwoPatterns,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 1200, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 2, ""samples_per_class"": 300}",0.16259355847240206,0.22977360050597775,307.69572390000394,2,none,0,1200,128,4
TwoPatterns,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 3, ""samples_per_class"": 300}",0.08602513525128383,0.12183817318321322,9.761762200010708,3,none,0,1200,128,4
TwoPatterns,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 1200, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 3, ""samples_per_class"": 300}",0.18715821512938274,0.20683888971321385,309.04247560001386,3,none,0,1200,128,4
TwoPatterns,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 4, ""samples_per_class"": 300}",0.06610651853265168,0.0808256654843912,9.809260599999106,4,none,0,1200,128,4
TwoPatterns,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 1200, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 4, ""samples_per_class"": 300}",0.0011864139710105381,0.004268503588050675,308.7180040999956,4,none,0,1200,128,4
TwoPatterns,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 5, ""samples_per_class"": 300}",0.1183682642556164,0.17333014981446354,9.689157900007558,5,none,0,1200,128,4
TwoPatterns,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 1200, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 5, ""samples_per_class"": 300}",0.12407439856063561,0.14432004851545213,314.46620619999885,5,none,0,1200,128,4
TwoPatterns,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 6, ""samples_per_class"": 300}",0.027602099197475277,0.036544767281277965,9.767212599996128,6,none,0,1200,128,4
TwoPatterns,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 1200, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 6, ""samples_per_class"": 300}",0.13676958703446565,0.1479828400061141,373.0834449999966,6,none,0,1200,128,4
TwoPatterns,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 7, ""samples_per_class"": 300}",0.0980759655545978,0.13997578797676816,9.663547699994524,7,none,0,1200,128,4
TwoPatterns,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 1200, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 7, ""samples_per_class"": 300}",0.09737336448622197,0.11577333359120853,313.1160810000001,7,none,0,1200,128,4
TwoPatterns,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 8, ""samples_per_class"": 300}",0.15880229259687254,0.2141004263609422,9.732071899998118,8,none,0,1200,128,4
TwoPatterns,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 1200, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 8, ""samples_per_class"": 300}",0.16113873071958665,0.1840639438420897,307.41988929999934,8,none,0,1200,128,4
TwoPatterns,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 9, ""samples_per_class"": 300}",0.070773210376135,0.10913800955989057,10.659518499989645,9,none,0,1200,128,4
TwoPatterns,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 1200, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 9, ""samples_per_class"": 300}",0.08784005795959039,0.10631178813007008,309.5049627000117,9,none,0,1200,128,4
TwoPatterns,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 10, ""samples_per_class"": 300}",0.09767260920042714,0.12323802117722081,10.665965599997435,10,none,0,1200,128,4
TwoPatterns,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 1200, ""t"": 220, ""window_size"": 13, ""window_step"": 3}","{""k"": 4, ""n_samples"": 1200, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 10, ""samples_per_class"": 300}",0.18181450709990876,0.20062584521074492,307.69210349999776,10,none,0,1200,128,4
ECGFiveDays,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 1, ""samples_per_class"": null}",0.7943686685405551,0.7468238165746788,5.655053399997996,1,none,0,884,136,2
ECGFiveDays,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 884, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 1, ""samples_per_class"": null}",0.05115398740582344,0.03866700139095201,170.2384643999976,1,none,0,884,136,2
ECGFiveDays,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 2, ""samples_per_class"": null}",0.7943686685405551,0.7468238165746788,4.810550500013051,2,none,0,884,136,2
ECGFiveDays,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 884, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 2, ""samples_per_class"": null}",0.11416989827111242,0.08518295467865991,170.76010210000095,2,none,0,884,136,2
ECGFiveDays,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 3, ""samples_per_class"": null}",0.7943686685405551,0.7468238165746788,5.686443300000974,3,none,0,884,136,2
ECGFiveDays,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 884, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 3, ""samples_per_class"": null}",0.039460495517329226,0.029579825402883744,171.0008230000094,3,none,0,884,136,2
ECGFiveDays,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 4, ""samples_per_class"": null}",0.7943686685405551,0.7468238165746788,5.7559921000065515,4,none,0,884,136,2
ECGFiveDays,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 884, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 4, ""samples_per_class"": null}",0.15581006165603625,0.1176197218483242,170.47870079999848,4,none,0,884,136,2
ECGFiveDays,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 5, ""samples_per_class"": null}",0.7943686685405551,0.7468238165746788,5.684371399998781,5,none,0,884,136,2
ECGFiveDays,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 884, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 5, ""samples_per_class"": null}",-0.0005678264281210712,0.0003943172592777077,168.0700070999883,5,none,0,884,136,2
ECGFiveDays,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 6, ""samples_per_class"": null}",0.7943686685405551,0.7468238165746788,5.709475399999064,6,none,0,884,136,2
ECGFiveDays,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 884, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 6, ""samples_per_class"": null}",0.026939671306830625,0.0206233053167747,174.85770010000851,6,none,0,884,136,2
ECGFiveDays,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 7, ""samples_per_class"": null}",0.7943686685405551,0.7468238165746788,4.7830822999967495,7,none,0,884,136,2
ECGFiveDays,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 884, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 7, ""samples_per_class"": null}",0.05645616257153748,0.042543070612256,246.27476220000244,7,none,0,884,136,2
ECGFiveDays,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 8, ""samples_per_class"": null}",0.7943686685405551,0.7468238165746788,5.6545280999998795,8,none,0,884,136,2
ECGFiveDays,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 884, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 8, ""samples_per_class"": null}",0.1007636448346152,0.07668753510963243,175.74249000000418,8,none,0,884,136,2
ECGFiveDays,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 9, ""samples_per_class"": null}",0.7943686685405551,0.7468238165746788,5.811344999994617,9,none,0,884,136,2
ECGFiveDays,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 884, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 9, ""samples_per_class"": null}",0.09226659504172587,0.06907913700303779,181.5473689000064,9,none,0,884,136,2
ECGFiveDays,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 10, ""samples_per_class"": null}",0.7943686685405551,0.7468238165746788,4.795687199992244,10,none,0,884,136,2
ECGFiveDays,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 884, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 2, ""n_samples"": 884, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 10, ""samples_per_class"": null}",0.048086439136536256,0.03599001766298853,180.69838660000823,10,none,0,884,136,2
Plane,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 7, ""n_samples"": 210, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 1, ""samples_per_class"": null}",0.7126593086872648,0.8421391657088585,0.21374539998942055,1,none,0,210,144,7
Plane,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 210, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 7, ""n_samples"": 210, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 1, ""samples_per_class"": null}",1.0,1.0,11.383518700007698,1,none,0,210,144,7
Plane,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 7, ""n_samples"": 210, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 2, ""samples_per_class"": null}",0.5207937899068611,0.7594043298574649,0.23272159999760333,2,none,0,210,144,7
Plane,idk,distributional,"{""no_window_threshold"": 0, ""psi"": 210, ""t"": 220, ""window_size"": 14, ""window_step"": 3}","{""k"": 7, ""n_samples"": 210, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 2, ""samples_per_class"": null}",0.7670158053790305,0.8632852406097644,11.177651299993158,2,none,0,210,144,7
Plane,sbd,sliding,"{""backend"": ""reference"", ""candidate_k"": 20, ""coarse_method"": ""paa"", ""n_jobs"": -1, ""paa_segments"": 32, ""standardize"": false}","{""k"": 7, ""n_samples"": 210, ""no_window_threshold"": 0, ""normalize"": true, ""random_state"": 3, ""samples_per_class"": null}",0.796810246868403,0.891299345037598,0.22732819999509957,3,none,0,210,144,7
